step,temperature,accept
106,0.4484984984984985,True
107,0.448008008008008,True
108,0.4475175175175175,True
109,0.447027027027027,True
110,0.4465365365365365,True
111,0.44604604604604603,True
112,0.44555555555555554,True
113,0.44506506506506505,True
114,0.44457457457457455,True
115,0.44408408408408406,True
116,0.4435935935935936,True
117,0.4431031031031031,False
118,0.44261261261261264,True
119,0.4421221221221221,True
120,0.44163163163163166,True
121,0.44114114114114117,True
122,0.4406506506506507,False
123,0.4401601601601602,True
124,0.4396696696696697,True
125,0.4391791791791792,True
126,0.4386886886886887,True
127,0.4381981981981982,True
128,0.4377077077077077,True
129,0.43721721721721724,True
130,0.43672672672672674,True
131,0.43623623623623625,True
132,0.43574574574574576,True
133,0.43525525525525527,False
134,0.4347647647647648,True
135,0.4342742742742743,True
136,0.4337837837837838,True
137,0.4332932932932933,False
138,0.4328028028028028,True
139,0.4323123123123123,True
140,0.4318218218218218,True
141,0.43133133133133134,True
142,0.43084084084084084,True
143,0.43035035035035035,True
144,0.42985985985985986,True
145,0.42936936936936937,True
146,0.4288788788788789,True
147,0.4283883883883884,True
148,0.4278978978978979,True
149,0.4274074074074074,True
150,0.4269169169169169,True
151,0.4264264264264264,True
152,0.4259359359359359,True
153,0.42544544544544544,True
154,0.42495495495495494,True
155,0.42446446446446445,False
156,0.42397397397397396,True
157,0.42348348348348347,True
158,0.422992992992993,True
159,0.42250250250250254,True
160,0.422012012012012,True
161,0.42152152152152156,True
162,0.421031031031031,True
163,0.4205405405405406,True
164,0.42005005005005003,True
165,0.4195595595595596,True
166,0.41906906906906904,True
167,0.4185785785785786,True
168,0.41808808808808806,False
169,0.4175975975975976,True
170,0.41710710710710713,True
171,0.41661661661661664,True
172,0.41612612612612615,True
173,0.41563563563563566,True
174,0.41514514514514517,True
175,0.4146546546546547,True
176,0.4141641641641642,True
177,0.4136736736736737,True
178,0.4131831831831832,True
179,0.4126926926926927,True
180,0.4122022022022022,True
181,0.4117117117117117,True
182,0.41122122122122123,True
183,0.41073073073073074,True
184,0.41024024024024025,True
185,0.40974974974974976,True
186,0.40925925925925927,True
187,0.4087687687687688,True
188,0.4082782782782783,True
189,0.4077877877877878,True
190,0.4072972972972973,False
191,0.4068068068068068,True
192,0.4063163163163163,True
193,0.4058258258258258,True
194,0.40533533533533533,True
195,0.40484484484484484,True
196,0.40435435435435435,True
197,0.40386386386386386,True
198,0.40337337337337337,True
199,0.4028828828828829,True
200,0.4023923923923924,True
201,0.4019019019019019,True
202,0.4014114114114114,True
203,0.4009209209209209,True
204,0.4004304304304304,True
205,0.3999399399399399,True
206,0.3994494494494495,True
207,0.39895895895895894,True
208,0.3984684684684685,True
209,0.39797797797797796,True
210,0.3974874874874875,True
211,0.396996996996997,True
212,0.39650650650650654,True
213,0.396016016016016,True
214,0.39552552552552556,True
215,0.395035035035035,True
216,0.3945445445445446,True
217,0.3940540540540541,True
218,0.3935635635635636,True
219,0.3930730730730731,True
220,0.3925825825825826,True
221,0.3920920920920921,True
222,0.3916016016016016,True
223,0.39111111111111113,True
224,0.39062062062062064,True
225,0.39013013013013015,True
226,0.38963963963963966,True
227,0.38914914914914916,True
228,0.3886586586586587,True
229,0.3881681681681682,True
230,0.3876776776776777,True
231,0.3871871871871872,True
232,0.3866966966966967,True
233,0.3862062062062062,True
234,0.3857157157157157,True
235,0.38522522522522523,True
236,0.38473473473473474,True
237,0.38424424424424425,True
238,0.38375375375375376,True
239,0.38326326326326327,True
240,0.3827727727727728,True
241,0.3822822822822823,True
242,0.3817917917917918,True
243,0.3813013013013013,True
244,0.3808108108108108,True
245,0.3803203203203203,True
246,0.3798298298298298,False
247,0.37933933933933933,True
248,0.37884884884884884,True
249,0.37835835835835835,True
250,0.37786786786786786,False
251,0.37737737737737737,True
252,0.3768868868868869,True
253,0.37639639639639644,True
254,0.3759059059059059,False
255,0.37541541541541545,True
256,0.3749249249249249,True
257,0.37443443443443447,True
258,0.3739439439439439,True
259,0.3734534534534535,True
260,0.37296296296296294,False
261,0.3724724724724725,True
262,0.37198198198198196,True
263,0.3714914914914915,False
264,0.371001001001001,True
265,0.37051051051051054,True
266,0.37002002002002,True
267,0.36952952952952955,False
268,0.369039039039039,False
269,0.36854854854854857,True
270,0.3680580580580581,False
271,0.3675675675675676,True
272,0.3670770770770771,True
273,0.3665865865865866,True
274,0.3660960960960961,False
275,0.3656056056056056,True
276,0.36511511511511513,True
277,0.36462462462462464,True
278,0.36413413413413415,True
279,0.36364364364364365,True
280,0.36315315315315316,True
281,0.36266266266266267,True
282,0.3621721721721722,True
283,0.3616816816816817,True
284,0.3611911911911912,True
285,0.3607007007007007,True
286,0.3602102102102102,True
287,0.3597197197197197,True
288,0.35922922922922923,True
289,0.35873873873873874,True
290,0.35824824824824825,True
291,0.35775775775775776,True
292,0.3572672672672673,False
293,0.35677677677677677,True
294,0.35628628628628634,True
295,0.3557957957957958,True
296,0.35530530530530535,False
297,0.3548148148148148,True
298,0.35432432432432437,True
299,0.3538338338338338,False
300,0.3533433433433434,True
301,0.35285285285285284,True
302,0.3523623623623624,True
303,0.35187187187187186,True
304,0.3513813813813814,True
305,0.35089089089089087,True
306,0.35040040040040044,True
307,0.3499099099099099,True
308,0.34941941941941945,True
309,0.3489289289289289,True
310,0.34843843843843847,True
311,0.3479479479479479,True
312,0.3474574574574575,True
313,0.34696696696696694,True
314,0.3464764764764765,True
315,0.34598598598598596,True
316,0.3454954954954955,True
317,0.345005005005005,True
318,0.34451451451451454,True
319,0.34402402402402404,True
320,0.34353353353353355,True
321,0.34304304304304306,True
322,0.34255255255255257,False
323,0.3420620620620621,False
324,0.3415715715715716,True
325,0.3410810810810811,True
326,0.3405905905905906,True
327,0.3401001001001001,True
328,0.3396096096096096,True
329,0.33911911911911913,True
330,0.33862862862862864,True
331,0.33813813813813814,True
332,0.33764764764764765,False
333,0.33715715715715716,True
334,0.33666666666666667,True
335,0.3361761761761762,True
336,0.3356856856856857,True
337,0.3351951951951952,True
338,0.3347047047047047,True
339,0.33421421421421427,True
340,0.3337237237237237,False
341,0.3332332332332333,True
342,0.33274274274274274,False
343,0.3322522522522523,True
344,0.33176176176176175,False
345,0.3312712712712713,True
346,0.33078078078078077,True
347,0.33029029029029033,True
348,0.3297997997997998,True
349,0.32930930930930935,True
350,0.3288188188188188,True
351,0.32832832832832837,True
352,0.3278378378378378,True
353,0.3273473473473474,True
354,0.32685685685685684,True
355,0.3263663663663664,True
356,0.32587587587587585,True
357,0.3253853853853854,True
358,0.32489489489489487,True
359,0.32440440440440443,True
360,0.3239139139139139,False
361,0.32342342342342345,True
362,0.32293293293293296,True
363,0.32244244244244247,True
364,0.321951951951952,True
365,0.3214614614614615,True
366,0.320970970970971,True
367,0.3204804804804805,False
368,0.31998998998999,True
369,0.3194994994994995,True
370,0.319009009009009,True
371,0.31851851851851853,True
372,0.31802802802802804,True
373,0.31753753753753755,True
374,0.31704704704704706,True
375,0.31655655655655657,True
376,0.3160660660660661,False
377,0.3155755755755756,True
378,0.3150850850850851,False
379,0.3145945945945946,True
380,0.3141041041041041,True
381,0.3136136136136136,True
382,0.3131231231231231,True
383,0.31263263263263263,False
384,0.31214214214214214,False
385,0.31165165165165165,True
386,0.3111611611611612,True
387,0.31067067067067067,True
388,0.31018018018018023,True
389,0.3096896896896897,False
390,0.30919919919919925,True
391,0.3087087087087087,False
392,0.30821821821821827,True
393,0.3077277277277277,True
394,0.3072372372372373,True
395,0.30674674674674673,True
396,0.3062562562562563,True
397,0.30576576576576575,True
398,0.3052752752752753,True
399,0.30478478478478477,True
400,0.30429429429429433,True
401,0.3038038038038038,True
402,0.30331331331331335,True
403,0.3028228228228228,True
404,0.30233233233233237,True
405,0.3018418418418418,False
406,0.3013513513513514,True
407,0.30086086086086083,True
408,0.3003703703703704,True
409,0.2998798798798799,True
410,0.2993893893893894,True
411,0.2988988988988989,True
412,0.29840840840840843,True
413,0.29791791791791794,True
414,0.29742742742742745,True
415,0.29693693693693696,True
416,0.29644644644644647,True
417,0.295955955955956,True
418,0.2954654654654655,True
419,0.294974974974975,True
420,0.2944844844844845,True
421,0.293993993993994,True
422,0.2935035035035035,True
423,0.293013013013013,True
424,0.29252252252252253,False
425,0.29203203203203204,True
426,0.29154154154154155,True
427,0.29105105105105106,True
428,0.29056056056056057,True
429,0.2900700700700701,True
430,0.2895795795795796,True
431,0.2890890890890891,False
432,0.2885985985985986,True
433,0.28810810810810816,True
434,0.2876176176176176,True
435,0.2871271271271272,True
436,0.28663663663663663,False
437,0.2861461461461462,True
438,0.28565565565565565,True
439,0.2851651651651652,True
440,0.28467467467467467,True
441,0.28418418418418423,False
442,0.2836936936936937,True
443,0.28320320320320325,True
444,0.2827127127127127,True
445,0.28222222222222226,True
446,0.2817317317317317,True
447,0.2812412412412413,True
448,0.28075075075075073,False
449,0.2802602602602603,False
450,0.27976976976976975,True
451,0.2792792792792793,True
452,0.27878878878878877,True
453,0.27829829829829833,True
454,0.2778078078078078,True
455,0.27731731731731735,True
456,0.27682682682682686,False
457,0.27633633633633636,True
458,0.27584584584584587,True
459,0.2753553553553554,False
460,0.2748648648648649,True
461,0.2743743743743744,True
462,0.2738838838838839,True
463,0.2733933933933934,True
464,0.2729029029029029,True
465,0.27241241241241243,True
466,0.27192192192192194,True
467,0.27143143143143145,False
468,0.27094094094094096,False
469,0.27045045045045046,True
470,0.26995995995995997,True
471,0.2694694694694695,False
472,0.268978978978979,True
473,0.2684884884884885,True
474,0.267997997997998,True
475,0.2675075075075075,True
476,0.267017017017017,True
477,0.26652652652652653,True
478,0.26603603603603604,True
479,0.26554554554554555,True
480,0.2650550550550551,True
481,0.26456456456456456,True
482,0.2640740740740741,True
483,0.2635835835835836,True
484,0.26309309309309314,True
485,0.2626026026026026,False
486,0.26211211211211216,True
487,0.2616216216216216,True
488,0.2611311311311312,True
489,0.26064064064064063,True
490,0.2601501501501502,True
491,0.25965965965965965,True
492,0.2591691691691692,True
493,0.25867867867867866,True
494,0.25818818818818823,True
495,0.2576976976976977,True
496,0.25720720720720724,False
497,0.2567167167167167,True
498,0.25622622622622626,True
499,0.2557357357357357,True
500,0.2552452452452453,True
501,0.25475475475475473,True
502,0.2542642642642643,True
503,0.2537737737737738,True
504,0.2532832832832833,False
505,0.2527927927927928,True
506,0.25230230230230233,True
507,0.25181181181181184,True
508,0.25132132132132134,True
509,0.25083083083083085,True
510,0.25034034034034036,True
511,0.24984984984984987,True
512,0.24935935935935938,True
513,0.2488688688688689,True
514,0.2483783783783784,False
515,0.2478878878878879,True
516,0.2473973973973974,True
517,0.24690690690690692,True
518,0.24641641641641643,True
519,0.24592592592592594,True
520,0.24543543543543545,False
521,0.24494494494494495,True
522,0.24445445445445446,True
523,0.24396396396396397,False
524,0.24347347347347348,False
525,0.242982982982983,True
526,0.2424924924924925,True
527,0.242002002002002,True
528,0.2415115115115115,True
529,0.24102102102102102,True
530,0.24053053053053053,True
531,0.24004004004004004,True
532,0.23954954954954955,True
533,0.23905905905905905,True
534,0.23856856856856856,True
535,0.23807807807807807,True
536,0.23758758758758758,True
537,0.23709709709709714,True
538,0.23660660660660665,True
539,0.23611611611611616,True
540,0.23562562562562567,True
541,0.23513513513513518,True
542,0.23464464464464468,True
543,0.2341541541541542,True
544,0.2336636636636637,True
545,0.2331731731731732,True
546,0.23268268268268272,True
547,0.23219219219219223,False
548,0.23170170170170173,True
549,0.23121121121121124,True
550,0.23072072072072075,True
551,0.23023023023023026,True
552,0.22973973973973977,True
553,0.22924924924924928,True
554,0.22875875875875878,False
555,0.2282682682682683,True
556,0.2277777777777778,True
557,0.2272872872872873,False
558,0.22679679679679682,True
559,0.22630630630630633,True
560,0.22581581581581583,True
561,0.22532532532532534,True
562,0.22483483483483485,True
563,0.22434434434434436,False
564,0.22385385385385387,True
565,0.22336336336336338,True
566,0.22287287287287288,True
567,0.2223823823823824,True
568,0.2218918918918919,True
569,0.2214014014014014,True
570,0.22091091091091092,False
571,0.22042042042042043,True
572,0.21992992992992993,False
573,0.21943943943943944,False
574,0.21894894894894895,True
575,0.21845845845845846,True
576,0.21796796796796797,True
577,0.21747747747747748,True
578,0.21698698698698698,False
579,0.2164964964964965,True
580,0.216006006006006,True
581,0.2155155155155155,True
582,0.21502502502502502,True
583,0.21453453453453458,True
584,0.2140440440440441,True
585,0.2135535535535536,True
586,0.2130630630630631,True
587,0.21257257257257262,False
588,0.21208208208208212,True
589,0.21159159159159163,True
590,0.21110110110110114,True
591,0.21061061061061065,True
592,0.21012012012012016,True
593,0.20962962962962967,False
594,0.20913913913913917,True
595,0.20864864864864868,True
596,0.2081581581581582,True
597,0.2076676676676677,True
598,0.2071771771771772,True
599,0.20668668668668672,True
600,0.20619619619619622,True
601,0.20570570570570573,True
602,0.20521521521521524,True
603,0.20472472472472475,True
604,0.20423423423423426,True
605,0.20374374374374377,True
606,0.20325325325325327,True
607,0.20276276276276278,True
608,0.2022722722722723,True
609,0.2017817817817818,False
610,0.2012912912912913,False
611,0.20080080080080082,True
612,0.20031031031031032,True
613,0.19981981981981983,False
614,0.19932932932932934,True
615,0.19883883883883885,True
616,0.19834834834834836,True
617,0.19785785785785787,True
618,0.19736736736736737,True
619,0.19687687687687688,False
620,0.1963863863863864,True
621,0.1958958958958959,True
622,0.1954054054054054,True
623,0.19491491491491492,True
624,0.19442442442442442,True
625,0.19393393393393393,True
626,0.19344344344344344,True
627,0.19295295295295295,False
628,0.19246246246246246,False
629,0.19197197197197197,True
630,0.19148148148148153,True
631,0.19099099099099104,True
632,0.19050050050050055,True
633,0.19001001001001006,True
634,0.18951951951951956,True
635,0.18902902902902907,False
636,0.18853853853853858,True
637,0.1880480480480481,True
638,0.1875575575575576,True
639,0.1870670670670671,True
640,0.1865765765765766,True
641,0.18608608608608612,True
642,0.18559559559559563,True
643,0.18510510510510514,True
644,0.18461461461461465,False
645,0.18412412412412416,True
646,0.18363363363363366,False
647,0.18314314314314317,True
648,0.18265265265265268,True
649,0.1821621621621622,True
650,0.1816716716716717,True
651,0.1811811811811812,False
652,0.18069069069069071,True
653,0.18020020020020022,True
654,0.17970970970970973,True
655,0.17921921921921924,False
656,0.17872872872872875,True
657,0.17823823823823826,True
658,0.17774774774774776,False
659,0.17725725725725727,True
660,0.17676676676676678,True
661,0.1762762762762763,True
662,0.1757857857857858,True
663,0.1752952952952953,False
664,0.17480480480480481,True
665,0.17431431431431432,True
666,0.17382382382382383,True
667,0.17333333333333334,True
668,0.17284284284284285,True
669,0.17235235235235236,True
670,0.17186186186186186,True
671,0.17137137137137137,False
672,0.17088088088088088,False
673,0.1703903903903904,True
674,0.1698998998998999,True
675,0.1694094094094094,True
676,0.16891891891891897,True
677,0.16842842842842848,True
678,0.167937937937938,True
679,0.1674474474474475,True
680,0.166956956956957,True
681,0.1664664664664665,True
682,0.16597597597597602,True
683,0.16548548548548553,True
684,0.16499499499499504,True
685,0.16450450450450455,True
686,0.16401401401401405,True
687,0.16352352352352356,True
688,0.16303303303303307,True
689,0.16254254254254258,True
690,0.1620520520520521,True
691,0.1615615615615616,False
692,0.1610710710710711,True
693,0.1605805805805806,False
694,0.16009009009009012,True
695,0.15959959959959963,True
696,0.15910910910910914,True
697,0.15861861861861865,True
698,0.15812812812812815,True
699,0.15763763763763766,True
700,0.15714714714714717,False
701,0.15665665665665668,True
702,0.1561661661661662,True
703,0.1556756756756757,True
704,0.1551851851851852,False
705,0.1546946946946947,True
706,0.15420420420420422,True
707,0.15371371371371373,True
708,0.15322322322322324,True
709,0.15273273273273275,True
710,0.15224224224224225,True
711,0.15175175175175176,False
712,0.15126126126126127,True
713,0.15077077077077078,True
714,0.1502802802802803,True
715,0.1497897897897898,True
716,0.1492992992992993,True
717,0.1488088088088088,False
718,0.14831831831831832,True
719,0.14782782782782783,True
720,0.14733733733733734,False
721,0.14684684684684685,True
722,0.14635635635635635,False
723,0.14586586586586592,False
724,0.14537537537537543,True
725,0.14488488488488493,False
726,0.14439439439439444,True
727,0.14390390390390395,False
728,0.14341341341341346,True
729,0.14292292292292297,True
730,0.14243243243243248,True
731,0.14194194194194198,True
732,0.1414514514514515,True
733,0.140960960960961,True
734,0.1404704704704705,True
735,0.13997997997998002,False
736,0.13948948948948953,True
737,0.13899899899899903,True
738,0.13850850850850854,False
739,0.13801801801801805,True
740,0.13752752752752756,True
741,0.13703703703703707,True
742,0.13654654654654658,False
743,0.13605605605605608,True
744,0.1355655655655656,True
745,0.1350750750750751,True
746,0.1345845845845846,True
747,0.13409409409409412,True
748,0.13360360360360363,False
749,0.13311311311311314,True
750,0.13262262262262264,False
751,0.13213213213213215,True
752,0.13164164164164166,True
753,0.13115115115115117,True
754,0.13066066066066068,False
755,0.13017017017017019,True
756,0.1296796796796797,True
757,0.1291891891891892,False
758,0.1286986986986987,True
759,0.12820820820820822,True
760,0.12771771771771773,True
761,0.12722722722722724,False
762,0.12673673673673674,True
763,0.12624624624624625,True
764,0.12575575575575576,True
765,0.12526526526526527,True
766,0.12477477477477478,True
767,0.12428428428428429,True
768,0.1237937937937938,True
769,0.1233033033033033,True
770,0.12281281281281287,False
771,0.12232232232232237,True
772,0.12183183183183188,False
773,0.12134134134134139,True
774,0.1208508508508509,True
775,0.12036036036036041,True
776,0.11986986986986992,True
777,0.11937937937937942,True
778,0.11888888888888893,False
779,0.11839839839839844,True
780,0.11790790790790795,True
781,0.11741741741741746,True
782,0.11692692692692697,True
783,0.11643643643643647,False
784,0.11594594594594598,True
785,0.11545545545545549,True
786,0.114964964964965,True
787,0.11447447447447451,False
788,0.11398398398398402,True
789,0.11349349349349352,False
790,0.11300300300300303,True
791,0.11251251251251254,False
792,0.11202202202202205,False
793,0.11153153153153156,False
794,0.11104104104104107,False
795,0.11055055055055057,True
796,0.11006006006006008,False
797,0.10956956956956959,True
798,0.1090790790790791,False
799,0.10858858858858861,False
800,0.10809809809809812,True
801,0.10760760760760762,False
802,0.10711711711711713,True
803,0.10662662662662664,True
804,0.10613613613613615,True
805,0.10564564564564566,True
806,0.10515515515515517,True
807,0.10466466466466467,False
808,0.10417417417417418,True
809,0.10368368368368369,True
810,0.1031931931931932,False
811,0.10270270270270271,False
812,0.10221221221221222,True
813,0.10172172172172173,True
814,0.10123123123123123,False
815,0.10074074074074074,True
816,0.1002502502502503,True
817,0.09975975975975981,False
818,0.09926926926926932,True
819,0.09877877877877883,False
820,0.09828828828828834,True
821,0.09779779779779785,False
822,0.09730730730730736,True
823,0.09681681681681686,False
824,0.09632632632632637,True
825,0.09583583583583588,False
826,0.09534534534534539,True
827,0.0948548548548549,True
828,0.0943643643643644,True
829,0.09387387387387391,True
830,0.09338338338338342,True
831,0.09289289289289293,True
832,0.09240240240240244,False
833,0.09191191191191195,False
834,0.09142142142142146,True
835,0.09093093093093096,False
836,0.09044044044044047,True
837,0.08994994994994998,True
838,0.08945945945945949,True
839,0.088968968968969,False
840,0.0884784784784785,False
841,0.08798798798798801,False
842,0.08749749749749752,True
843,0.08700700700700703,True
844,0.08651651651651654,True
845,0.08602602602602605,True
846,0.08553553553553556,True
847,0.08504504504504506,True
848,0.08455455455455457,True
849,0.08406406406406408,True
850,0.08357357357357359,True
851,0.0830830830830831,False
852,0.0825925925925926,True
853,0.08210210210210211,True
854,0.08161161161161162,True
855,0.08112112112112113,True
856,0.08063063063063064,True
857,0.08014014014014015,True
858,0.07964964964964966,True
859,0.07915915915915916,False
860,0.07866866866866867,True
861,0.07817817817817818,False
862,0.07768768768768769,False
863,0.07719719719719725,False
864,0.07670670670670676,False
865,0.07621621621621627,True
866,0.07572572572572578,True
867,0.07523523523523529,False
868,0.0747447447447448,False
869,0.0742542542542543,True
870,0.07376376376376381,True
871,0.07327327327327332,True
872,0.07278278278278283,True
873,0.07229229229229234,False
874,0.07180180180180185,True
875,0.07131131131131135,True
876,0.07082082082082086,False
877,0.07033033033033037,True
878,0.06983983983983988,True
879,0.06934934934934939,True
880,0.0688588588588589,True
881,0.0683683683683684,True
882,0.06787787787787791,False
883,0.06738738738738742,True
884,0.06689689689689693,False
885,0.06640640640640644,True
886,0.06591591591591595,False
887,0.06542542542542545,True
888,0.06493493493493496,False
889,0.06444444444444447,False
890,0.06395395395395398,True
891,0.06346346346346349,False
892,0.062972972972973,True
893,0.062482482482482504,True
894,0.06199199199199201,True
895,0.06150150150150152,True
896,0.06101101101101103,True
897,0.06052052052052054,False
898,0.060030030030030046,False
899,0.059539539539539554,False
900,0.05904904904904906,True
901,0.05855855855855857,True
902,0.05806806806806808,False
903,0.05757757757757759,True
904,0.057087087087087096,True
905,0.056596596596596604,True
906,0.05610610610610611,True
907,0.05561561561561562,True
908,0.05512512512512513,True
909,0.05463463463463469,False
910,0.0541441441441442,True
911,0.05365365365365371,True
912,0.05316316316316322,True
913,0.05267267267267273,False
914,0.052182182182182235,False
915,0.051691691691691743,True
916,0.05120120120120125,False
917,0.05071071071071076,True
918,0.05022022022022027,True
919,0.04972972972972978,True
920,0.049239239239239285,False
921,0.048748748748748794,True
922,0.0482582582582583,True
923,0.04776776776776781,False
924,0.04727727727727732,True
925,0.04678678678678683,False
926,0.046296296296296335,False
927,0.045805805805805844,True
928,0.04531531531531535,False
929,0.04482482482482486,True
930,0.04433433433433437,False
931,0.04384384384384388,True
932,0.043353353353353385,False
933,0.042862862862862894,True
934,0.0423723723723724,True
935,0.04188188188188191,True
936,0.04139139139139142,True
937,0.04090090090090093,True
938,0.040410410410410436,True
939,0.039919919919919944,True
940,0.03942942942942945,False
941,0.03893893893893896,True
942,0.03844844844844847,True
943,0.03795795795795798,True
944,0.037467467467467486,False
945,0.036976976976976994,True
946,0.0364864864864865,False
947,0.03599599599599601,False
948,0.03550550550550552,True
949,0.03501501501501503,False
950,0.034524524524524536,False
951,0.034034034034034044,False
952,0.03354354354354355,True
953,0.03305305305305306,False
954,0.03256256256256257,False
955,0.03207207207207208,True
956,0.03158158158158164,False
957,0.03109109109109115,False
958,0.030600600600600658,True
959,0.030110110110110166,False
960,0.029619619619619675,True
961,0.029129129129129183,True
962,0.02863863863863869,False
963,0.0281481481481482,True
964,0.027657657657657708,True
965,0.027167167167167217,False
966,0.026676676676676725,False
967,0.026186186186186233,True
968,0.02569569569569574,False
969,0.02520520520520525,True
970,0.02471471471471476,False
971,0.024224224224224267,True
972,0.023733733733733775,False
973,0.023243243243243283,True
974,0.022752752752752792,False
975,0.0222622622622623,True
976,0.02177177177177181,True
977,0.021281281281281317,True
978,0.020790790790790825,False
979,0.020300300300300334,False
980,0.019809809809809842,True
981,0.01931931931931935,False
982,0.01882882882882886,False
983,0.018338338338338367,False
984,0.017847847847847875,True
985,0.017357357357357384,True
986,0.016866866866866892,True
987,0.0163763763763764,True
988,0.01588588588588591,True
989,0.015395395395395417,True
990,0.014904904904904925,True
991,0.014414414414414434,False
992,0.013923923923923942,False
993,0.01343343343343345,True
994,0.012942942942942959,False
995,0.012452452452452467,True
996,0.011961961961961975,False
997,0.011471471471471484,False
998,0.010980980980980992,False
999,0.0104904904904905,False
1000,0.01,False
