step,design:pTM,design:global_pLDDT,design:hydrophobic,design:state_energy,system_energy
54,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
55,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
56,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
57,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
58,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
59,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
60,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
61,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
62,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
63,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
64,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
65,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
66,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
67,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
68,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
69,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
70,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
71,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
72,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
73,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
74,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
75,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
76,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
77,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
78,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
79,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
80,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
81,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
82,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
83,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
84,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
85,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
86,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
87,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
88,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
89,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
90,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
91,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
92,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
93,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
94,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
95,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
96,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
97,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
98,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
99,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
100,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
101,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
102,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
103,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
104,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
105,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
106,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
107,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
108,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
109,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
110,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
111,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
112,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
113,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
114,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
115,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
116,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
117,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
118,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
119,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
120,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
121,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
122,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
123,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
124,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
125,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
126,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
127,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
128,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
129,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
130,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
131,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
132,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
133,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
134,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
135,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
136,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
137,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
138,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
139,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
140,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
141,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
142,-0.10565185,-0.43247524,0.25806451612903225,0.7521955,0.7521955
143,-0.16401151,-0.5516388,0.28841607565011823,0.72643006,0.72643006
144,-0.104127854,-0.5287942,0.2714285714285714,0.72422075,0.72422075
145,-0.1605701,-0.56352687,0.27014218009478674,0.6266139,0.6266139
146,-0.2059832,-0.55186236,0.26697892271662765,0.5770491,0.5770491
147,-0.18848379,-0.5502031,0.24766355140186916,0.49963087,0.49963087
148,-0.1726138,-0.54701537,0.2224824355971897,0.39278305,0.39278305
149,-0.17060935,-0.5486026,0.19058823529411764,0.23372924,0.23372924
150,-0.18471739,-0.5434248,0.1888111888111888,0.21591377,0.21591377
151,-0.18471739,-0.5434248,0.1888111888111888,0.21591377,0.21591377
152,-0.206381,-0.5517562,0.18969555035128804,0.19034052,0.19034052
153,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
154,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
155,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
156,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
157,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
158,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
159,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
160,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
161,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
162,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
163,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
164,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
165,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
166,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
167,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
168,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
169,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
170,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
171,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
172,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
173,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
174,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
175,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
176,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
177,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
178,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
179,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
180,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
181,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
182,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
183,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
184,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
185,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
186,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
187,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
188,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
189,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
190,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
191,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
192,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
193,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
194,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
195,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
196,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
197,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
198,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
199,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
200,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
201,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
202,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
203,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
204,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
205,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
206,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
207,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
208,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
209,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
210,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
211,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
212,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
213,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
214,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
215,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
216,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
217,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
218,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
219,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
220,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
221,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
222,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
223,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
224,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
225,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
226,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
227,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
228,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
229,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
230,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
231,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
232,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
233,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
234,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
235,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
236,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
237,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
238,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
239,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
240,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
241,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
242,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
243,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
244,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
245,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
246,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
247,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
248,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
249,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
250,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
251,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
252,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
253,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
254,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
255,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
256,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
257,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
258,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
259,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
260,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
261,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
262,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
263,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
264,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
265,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
266,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
267,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
268,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
269,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
270,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
271,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
272,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
273,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
274,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
275,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
276,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
277,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
278,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
279,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
280,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
281,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
282,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
283,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
284,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
285,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
286,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
287,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
288,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
289,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
290,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
291,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
292,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
293,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
294,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
295,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
296,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
297,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
298,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
299,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
300,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
301,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
302,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
303,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
304,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
305,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
306,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
307,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
308,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
309,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
310,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
311,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
312,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
313,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
314,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
315,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
316,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
317,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
318,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
319,-0.22930409,-0.55638814,0.19058823529411764,0.16724896,0.16724896
320,-0.4794083,-0.7707126,0.2822384428223844,0.1610713,0.1610713
321,-0.4794083,-0.7707126,0.2822384428223844,0.1610713,0.1610713
322,-0.4794083,-0.7707126,0.2822384428223844,0.1610713,0.1610713
323,-0.4794083,-0.7707126,0.2822384428223844,0.1610713,0.1610713
324,-0.48030478,-0.7665107,0.27710843373493976,0.13872671,0.13872671
325,-0.49276516,-0.77213395,0.2804878048780488,0.13753986,0.13753986
326,-0.47762054,-0.7680307,0.26150121065375304,0.06185484,0.06185484
327,-0.47762054,-0.7680307,0.26150121065375304,0.06185484,0.06185484
328,-0.47762054,-0.7680307,0.26150121065375304,0.06185484,0.06185484
329,-0.47762054,-0.7680307,0.26150121065375304,0.06185484,0.06185484
330,-0.47762054,-0.7680307,0.26150121065375304,0.06185484,0.06185484
331,-0.47762054,-0.7680307,0.26150121065375304,0.06185484,0.06185484
332,-0.47762054,-0.7680307,0.26150121065375304,0.06185484,0.06185484
333,-0.47762054,-0.7680307,0.26150121065375304,0.06185484,0.06185484
334,-0.47762054,-0.7680307,0.26150121065375304,0.06185484,0.06185484
335,-0.47762054,-0.7680307,0.26150121065375304,0.06185484,0.06185484
336,-0.47762054,-0.7680307,0.26150121065375304,0.06185484,0.06185484
337,-0.47762054,-0.7680307,0.26150121065375304,0.06185484,0.06185484
338,-0.47762054,-0.7680307,0.26150121065375304,0.06185484,0.06185484
339,-0.47762054,-0.7680307,0.26150121065375304,0.06185484,0.06185484
340,-0.47762054,-0.7680307,0.26150121065375304,0.06185484,0.06185484
341,-0.47762054,-0.7680307,0.26150121065375304,0.06185484,0.06185484
342,-0.47762054,-0.7680307,0.26150121065375304,0.06185484,0.06185484
343,-0.47762054,-0.7680307,0.26150121065375304,0.06185484,0.06185484
344,-0.47762054,-0.7680307,0.26150121065375304,0.06185484,0.06185484
345,-0.47762054,-0.7680307,0.26150121065375304,0.06185484,0.06185484
346,-0.47762054,-0.7680307,0.26150121065375304,0.06185484,0.06185484
347,-0.47762054,-0.7680307,0.26150121065375304,0.06185484,0.06185484
348,-0.47762054,-0.7680307,0.26150121065375304,0.06185484,0.06185484
349,-0.47762054,-0.7680307,0.26150121065375304,0.06185484,0.06185484
350,-0.47762054,-0.7680307,0.26150121065375304,0.06185484,0.06185484
351,-0.47762054,-0.7680307,0.26150121065375304,0.06185484,0.06185484
352,-0.47762054,-0.7680307,0.26150121065375304,0.06185484,0.06185484
353,-0.47762054,-0.7680307,0.26150121065375304,0.06185484,0.06185484
354,-0.47762054,-0.7680307,0.26150121065375304,0.06185484,0.06185484
355,-0.47762054,-0.7680307,0.26150121065375304,0.06185484,0.06185484
356,-0.47762054,-0.7680307,0.26150121065375304,0.06185484,0.06185484
357,-0.47762054,-0.7680307,0.26150121065375304,0.06185484,0.06185484
358,-0.47762054,-0.7680307,0.26150121065375304,0.06185484,0.06185484
359,-0.47762054,-0.7680307,0.26150121065375304,0.06185484,0.06185484
360,-0.47762054,-0.7680307,0.26150121065375304,0.06185484,0.06185484
361,-0.47762054,-0.7680307,0.26150121065375304,0.06185484,0.06185484
362,-0.47762054,-0.7680307,0.26150121065375304,0.06185484,0.06185484
363,-0.47762054,-0.7680307,0.26150121065375304,0.06185484,0.06185484
364,-0.47762054,-0.7680307,0.26150121065375304,0.06185484,0.06185484
365,-0.47762054,-0.7680307,0.26150121065375304,0.06185484,0.06185484
366,-0.47762054,-0.7680307,0.26150121065375304,0.06185484,0.06185484
367,-0.47762054,-0.7680307,0.26150121065375304,0.06185484,0.06185484
368,-0.47762054,-0.7680307,0.26150121065375304,0.06185484,0.06185484
369,-0.47762054,-0.7680307,0.26150121065375304,0.06185484,0.06185484
370,-0.47762054,-0.7680307,0.26150121065375304,0.06185484,0.06185484
371,-0.47762054,-0.7680307,0.26150121065375304,0.06185484,0.06185484
372,-0.47762054,-0.7680307,0.26150121065375304,0.06185484,0.06185484
373,-0.47762054,-0.7680307,0.26150121065375304,0.06185484,0.06185484
374,-0.47762054,-0.7680307,0.26150121065375304,0.06185484,0.06185484
375,-0.47762054,-0.7680307,0.26150121065375304,0.06185484,0.06185484
